weekdate,simple_state,cumulative_prob
2020-11-22,alaska,1
2020-11-29,alaska,1
2020-12-06,alaska,1
2020-03-15,arizona,0
2020-03-22,arizona,0
2020-03-29,arizona,0
2020-04-05,arizona,0
2020-04-12,arizona,0
2020-04-19,arizona,0
2020-04-26,arizona,0
2020-05-03,arizona,0
2020-05-10,arizona,0
2020-05-17,arizona,0
2020-05-24,arizona,0
2020-05-31,arizona,0.347256857855362
2020-06-07,arizona,0.459476309226933
2020-06-14,arizona,0.576683291770574
2020-06-21,arizona,0.660224438902743
2020-06-28,arizona,0.726932668329177
2020-07-05,arizona,0.788029925187033
2020-07-12,arizona,0.838528678304239
2020-07-19,arizona,0.87718204488778
2020-07-26,arizona,0.9071072319202
2020-08-02,arizona,0.923940149625935
2020-08-09,arizona,0.940773067331671
2020-08-16,arizona,0.95573566084788
2020-08-23,arizona,0.965087281795511
2020-08-30,arizona,0.977556109725686
2020-09-06,arizona,0.985660847880299
2020-09-13,arizona,0.988778054862843
2020-09-20,arizona,0.992518703241895
2020-09-27,arizona,0.995635910224439
2020-10-04,arizona,0.996882793017456
2020-10-11,arizona,0.996882793017456
2020-10-18,arizona,0.998129675810474
2020-10-25,arizona,0.999376558603491
2020-11-01,arizona,0.999376558603491
2020-11-08,arizona,1
2020-11-15,arizona,1
2020-11-22,arizona,1
2020-11-29,arizona,1
2020-12-06,arizona,1
2020-03-15,arkansas,0
2020-03-22,arkansas,0
2020-03-29,arkansas,0
2020-04-05,arkansas,0
2020-04-12,arkansas,0
2020-04-19,arkansas,0
2020-04-26,arkansas,0
2020-05-03,arkansas,0
2020-05-10,arkansas,0
2020-05-17,arkansas,0
2020-05-24,arkansas,0.687032418952619
2020-05-31,arkansas,0.687032418952619
2020-06-07,arkansas,0.690773067331671
2020-06-14,arkansas,0.716334164588529
2020-06-21,arkansas,0.752493765586035
2020-06-28,arkansas,0.78927680798005
2020-07-05,arkansas,0.821072319201995
2020-07-12,arkansas,0.859102244389027
2020-07-19,arkansas,0.885286783042394
2020-07-26,arkansas,0.91645885286783
2020-08-02,arkansas,0.939526184538653
2020-08-09,arkansas,0.954488778054863
2020-08-16,arkansas,0.967581047381546
2020-08-23,arkansas,0.975062344139651
2020-08-30,arkansas,0.981296758104738
2020-09-06,arkansas,0.987531172069825
2020-09-13,arkansas,0.99002493765586
2020-09-20,arkansas,0.990648379052369
2020-09-27,arkansas,0.993142144638404
2020-10-04,arkansas,0.993765586034913
2020-10-11,arkansas,0.996882793017456
2020-10-18,arkansas,0.998129675810474
2020-10-25,arkansas,0.998753117206983
2020-11-01,arkansas,0.998753117206983
2020-11-08,arkansas,0.999376558603491
2020-11-15,arkansas,0.999376558603491
2020-11-22,arkansas,1
2020-11-29,arkansas,1
2020-12-06,arkansas,1
2020-03-15,california,0
2020-03-22,california,0
2020-03-29,california,0
2020-04-05,california,0
2020-04-12,california,0
2020-04-19,california,0
2020-04-26,california,0
2020-05-03,california,0
2020-05-10,california,0
2020-05-17,california,0
2020-05-24,california,0
2020-05-31,california,0.662718204488778
2020-06-07,california,0.698877805486284
2020-06-14,california,0.750623441396509
2020-06-21,california,0.809226932668329
2020-06-28,california,0.856608478802993
2020-07-05,california,0.891521197007481
2020-07-12,california,0.917705735660848
2020-07-19,california,0.938279301745636
2020-07-26,california,0.96072319201995
2020-08-02,california,0.968204488778055
2020-08-09,california,0.975685785536159
2020-08-16,california,0.980049875311721
2020-08-23,california,0.987531172069825
2020-08-30,california,0.990648379052369
2020-09-06,california,0.993765586034913
2020-09-13,california,0.997506234413965
2020-09-20,california,0.997506234413965
2020-09-27,california,0.998129675810474
2020-10-04,california,0.998129675810474
2020-10-11,california,0.998129675810474
2020-10-18,california,0.999376558603491
2020-10-25,california,1
2020-11-01,california,1
2020-11-08,california,1
2020-11-15,california,1
2020-11-22,california,1
2020-11-29,california,1
2020-12-06,california,1
2020-03-15,colorado,0
2020-03-22,colorado,0
2020-03-29,colorado,0
2020-04-05,colorado,0
2020-04-12,colorado,0
2020-04-19,colorado,0
2020-04-26,colorado,0.973815461346634
2020-05-03,colorado,0.973815461346634
2020-05-10,colorado,0.973815461346634
2020-05-17,colorado,0.973815461346634
2020-05-24,colorado,0.973815461346634
2020-05-31,colorado,0.973815461346634
2020-06-07,colorado,0.974438902743142
2020-06-14,colorado,0.975062344139651
2020-06-21,colorado,0.976309226932668
2020-06-28,colorado,0.982543640897756
2020-07-05,colorado,0.985660847880299
2020-07-12,colorado,0.989401496259352
2020-07-19,colorado,0.99002493765586
2020-07-26,colorado,0.992518703241895
2020-08-02,colorado,0.99501246882793
2020-08-09,colorado,0.996882793017456
2020-08-16,colorado,0.997506234413965
2020-08-23,colorado,0.998129675810474
2020-08-30,colorado,0.998129675810474
2020-09-06,colorado,0.998753117206983
2020-09-13,colorado,0.999376558603491
2020-09-20,colorado,0.999376558603491
2020-09-27,colorado,0.999376558603491
2020-10-04,colorado,0.999376558603491
2020-10-11,colorado,0.999376558603491
2020-10-18,colorado,0.999376558603491
2020-10-25,colorado,0.999376558603491
2020-11-01,colorado,0.999376558603491
2020-11-08,colorado,1
2020-11-15,colorado,1
2020-11-22,colorado,1
2020-11-29,colorado,1
2020-12-06,colorado,1
2020-03-15,connecticut,0
2020-03-22,connecticut,0
2020-03-29,connecticut,0
2020-04-05,connecticut,0
2020-04-12,connecticut,0
2020-04-19,connecticut,0
2020-04-26,connecticut,1
2020-05-03,connecticut,1
2020-05-10,connecticut,1
2020-05-17,connecticut,1
2020-05-24,connecticut,1
2020-05-31,connecticut,1
2020-06-07,connecticut,1
2020-06-14,connecticut,1
2020-06-21,connecticut,1
2020-06-28,connecticut,1
2020-07-05,connecticut,1
2020-07-12,connecticut,1
2020-07-19,connecticut,1
2020-07-26,connecticut,1
2020-08-02,connecticut,1
2020-08-09,connecticut,1
2020-08-16,connecticut,1
2020-08-23,connecticut,1
2020-08-30,connecticut,1
2020-09-06,connecticut,1
2020-09-13,connecticut,1
2020-09-20,connecticut,1
2020-09-27,connecticut,1
2020-10-04,connecticut,1
2020-10-11,connecticut,1
2020-10-18,connecticut,1
2020-10-25,connecticut,1
2020-11-01,connecticut,1
2020-11-08,connecticut,1
2020-11-15,connecticut,1
2020-11-22,connecticut,1
2020-11-29,connecticut,1
2020-12-06,connecticut,1
2020-03-15,delaware,0
2020-03-22,delaware,0
2020-03-29,delaware,0
2020-04-05,delaware,0
2020-04-12,delaware,0
2020-04-19,delaware,0
2020-04-26,delaware,0
2020-05-03,delaware,1
2020-05-10,delaware,1
2020-05-17,delaware,1
2020-05-24,delaware,1
2020-05-31,delaware,1
2020-06-07,delaware,1
2020-06-14,delaware,1
2020-06-21,delaware,1
2020-06-28,delaware,1
2020-07-05,delaware,1
2020-07-12,delaware,1
2020-07-19,delaware,1
2020-07-26,delaware,1
2020-08-02,delaware,1
2020-08-09,delaware,1
2020-08-16,delaware,1
2020-08-23,delaware,1
2020-08-30,delaware,1
2020-09-06,delaware,1
2020-09-13,delaware,1
2020-09-20,delaware,1
2020-09-27,delaware,1
2020-10-04,delaware,1
2020-10-11,delaware,1
2020-10-18,delaware,1
2020-10-25,delaware,1
2020-11-01,delaware,1
2020-11-08,delaware,1
2020-11-15,delaware,1
2020-11-22,delaware,1
2020-11-29,delaware,1
2020-12-06,delaware,1
2020-03-15,districtofcolumbia,0
2020-03-22,districtofcolumbia,0
2020-03-29,districtofcolumbia,0
2020-04-05,districtofcolumbia,0
2020-04-12,districtofcolumbia,0
2020-04-19,districtofcolumbia,0
2020-04-26,districtofcolumbia,0
2020-05-03,districtofcolumbia,0.99501246882793
2020-05-10,districtofcolumbia,0.99501246882793
2020-05-17,districtofcolumbia,0.99501246882793
2020-05-24,districtofcolumbia,0.99501246882793
2020-05-31,districtofcolumbia,0.99501246882793
2020-06-07,districtofcolumbia,0.99501246882793
2020-06-14,districtofcolumbia,0.99501246882793
2020-06-21,districtofcolumbia,0.995635910224439
2020-06-28,districtofcolumbia,0.996882793017456
2020-07-05,districtofcolumbia,0.996882793017456
2020-07-12,districtofcolumbia,0.996882793017456
2020-07-19,districtofcolumbia,0.996882793017456
2020-07-26,districtofcolumbia,0.998129675810474
2020-08-02,districtofcolumbia,0.998129675810474
2020-08-09,districtofcolumbia,0.999376558603491
2020-08-16,districtofcolumbia,0.999376558603491
2020-08-23,districtofcolumbia,0.999376558603491
2020-08-30,districtofcolumbia,0.999376558603491
2020-09-06,districtofcolumbia,1
2020-09-13,districtofcolumbia,1
2020-09-20,districtofcolumbia,1
2020-09-27,districtofcolumbia,1
2020-10-04,districtofcolumbia,1
2020-10-11,districtofcolumbia,1
2020-10-18,districtofcolumbia,1
2020-10-25,districtofcolumbia,1
2020-11-01,districtofcolumbia,1
2020-11-08,districtofcolumbia,1
2020-11-15,districtofcolumbia,1
2020-11-22,districtofcolumbia,1
2020-11-29,districtofcolumbia,1
2020-12-06,districtofcolumbia,1
2020-03-15,florida,0
2020-03-22,florida,0
2020-03-29,florida,0
2020-04-05,florida,0.963840399002494
2020-04-12,florida,0.963840399002494
2020-04-19,florida,0.963840399002494
2020-04-26,florida,0.963840399002494
2020-05-03,florida,0.963840399002494
2020-05-10,florida,0.963840399002494
2020-05-17,florida,0.963840399002494
2020-05-24,florida,0.963840399002494
2020-05-31,florida,0.963840399002494
2020-06-07,florida,0.964463840399002
2020-06-14,florida,0.966957605985037
2020-06-21,florida,0.97069825436409
2020-06-28,florida,0.975685785536159
2020-07-05,florida,0.978802992518703
2020-07-12,florida,0.983167082294264
2020-07-19,florida,0.985660847880299
2020-07-26,florida,0.988778054862843
2020-08-02,florida,0.99002493765586
2020-08-09,florida,0.992518703241895
2020-08-16,florida,0.994389027431421
2020-08-23,florida,0.995635910224439
2020-08-30,florida,0.996882793017456
2020-09-06,florida,0.997506234413965
2020-09-13,florida,0.998753117206983
2020-09-20,florida,0.999376558603491
2020-09-27,florida,1
2020-10-04,florida,1
2020-10-11,florida,1
2020-10-18,florida,1
2020-10-25,florida,1
2020-11-01,florida,1
2020-11-08,florida,1
2020-11-15,florida,1
2020-11-22,florida,1
2020-11-29,florida,1
2020-12-06,florida,1
2020-03-15,georgia,0
2020-03-22,georgia,0
2020-03-29,georgia,0
2020-04-05,georgia,0
2020-04-12,georgia,0
2020-04-19,georgia,0.972568578553616
2020-04-26,georgia,0.972568578553616
2020-05-03,georgia,0.972568578553616
2020-05-10,georgia,0.972568578553616
2020-05-17,georgia,0.972568578553616
2020-05-24,georgia,0.972568578553616
2020-05-31,georgia,0.972568578553616
2020-06-07,georgia,0.973192019950125
2020-06-14,georgia,0.976309226932668
2020-06-21,georgia,0.981296758104738
2020-06-28,georgia,0.987531172069825
2020-07-05,georgia,0.990648379052369
2020-07-12,georgia,0.993765586034913
2020-07-19,georgia,0.994389027431421
2020-07-26,georgia,0.996882793017456
2020-08-02,georgia,0.997506234413965
2020-08-09,georgia,0.998129675810474
2020-08-16,georgia,0.998129675810474
2020-08-23,georgia,0.998753117206983
2020-08-30,georgia,0.998753117206983
2020-09-06,georgia,0.999376558603491
2020-09-13,georgia,0.999376558603491
2020-09-20,georgia,0.999376558603491
2020-09-27,georgia,1
2020-10-04,georgia,1
2020-10-11,georgia,1
2020-10-18,georgia,1
2020-10-25,georgia,1
2020-11-01,georgia,1
2020-11-08,georgia,1
2020-11-15,georgia,1
2020-11-22,georgia,1
2020-11-29,georgia,1
2020-12-06,georgia,1
2020-03-15,hawaii,0
2020-03-22,hawaii,0
2020-03-29,hawaii,0
2020-04-05,hawaii,1
2020-04-12,hawaii,1
2020-04-19,hawaii,1
2020-04-26,hawaii,1
2020-05-03,hawaii,1
2020-05-10,hawaii,1
2020-05-17,hawaii,1
2020-05-24,hawaii,1
2020-05-31,hawaii,1
2020-06-07,hawaii,1
2020-06-14,hawaii,1
2020-06-21,hawaii,1
2020-06-28,hawaii,1
2020-07-05,hawaii,1
2020-07-12,hawaii,1
2020-07-19,hawaii,1
2020-07-26,hawaii,1
2020-08-02,hawaii,1
2020-08-09,hawaii,1
2020-08-16,hawaii,1
2020-08-23,hawaii,1
2020-08-30,hawaii,1
2020-09-06,hawaii,1
2020-09-13,hawaii,1
2020-09-20,hawaii,1
2020-09-27,hawaii,1
2020-10-04,hawaii,1
2020-10-11,hawaii,1
2020-10-18,hawaii,1
2020-10-25,hawaii,1
2020-11-01,hawaii,1
2020-11-08,hawaii,1
2020-11-15,hawaii,1
2020-11-22,hawaii,1
2020-11-29,hawaii,1
2020-12-06,hawaii,1
2020-03-15,idaho,0
2020-03-22,idaho,0
2020-03-29,idaho,0
2020-04-05,idaho,0.99002493765586
2020-04-12,idaho,0.99002493765586
2020-04-19,idaho,0.99002493765586
2020-04-26,idaho,0.99002493765586
2020-05-03,idaho,0.99002493765586
2020-05-10,idaho,0.99002493765586
2020-05-17,idaho,0.99002493765586
2020-05-24,idaho,0.99002493765586
2020-05-31,idaho,0.99002493765586
2020-06-07,idaho,0.99002493765586
2020-06-14,idaho,0.99002493765586
2020-06-21,idaho,0.99002493765586
2020-06-28,idaho,0.99002493765586
2020-07-05,idaho,0.990648379052369
2020-07-12,idaho,0.990648379052369
2020-07-19,idaho,0.991895261845386
2020-07-26,idaho,0.993765586034913
2020-08-02,idaho,0.995635910224439
2020-08-09,idaho,0.996259351620948
2020-08-16,idaho,0.996259351620948
2020-08-23,idaho,0.996259351620948
2020-08-30,idaho,0.996259351620948
2020-09-06,idaho,0.998129675810474
2020-09-13,idaho,0.998753117206982
2020-09-20,idaho,0.998753117206982
2020-09-27,idaho,0.998753117206982
2020-10-04,idaho,0.998753117206982
2020-10-11,idaho,0.999376558603491
2020-10-18,idaho,1
2020-10-25,idaho,1
2020-11-01,idaho,1
2020-11-08,idaho,1
2020-11-15,idaho,1
2020-11-22,idaho,1
2020-11-29,idaho,1
2020-12-06,idaho,1
2020-03-15,illinois,0
2020-03-22,illinois,0
2020-03-29,illinois,0
2020-04-05,illinois,0
2020-04-12,illinois,0
2020-04-19,illinois,0
2020-04-26,illinois,0
2020-05-03,illinois,0
2020-05-10,illinois,0
2020-05-17,illinois,0.992518703241895
2020-05-24,illinois,0.992518703241895
2020-05-31,illinois,0.992518703241895
2020-06-07,illinois,0.992518703241895
2020-06-14,illinois,0.993142144638404
2020-06-21,illinois,0.993142144638404
2020-06-28,illinois,0.995635910224439
2020-07-05,illinois,0.996259351620948
2020-07-12,illinois,0.998753117206983
2020-07-19,illinois,0.999376558603491
2020-07-26,illinois,0.999376558603491
2020-08-02,illinois,0.999376558603491
2020-08-09,illinois,0.999376558603491
2020-08-16,illinois,0.999376558603491
2020-08-23,illinois,1
2020-08-30,illinois,1
2020-09-06,illinois,1
2020-09-13,illinois,1
2020-09-20,illinois,1
2020-09-27,illinois,1
2020-10-04,illinois,1
2020-10-11,illinois,1
2020-10-18,illinois,1
2020-10-25,illinois,1
2020-11-01,illinois,1
2020-11-08,illinois,1
2020-11-15,illinois,1
2020-11-22,illinois,1
2020-11-29,illinois,1
2020-12-06,illinois,1
2020-03-15,indiana,0
2020-03-22,indiana,0
2020-03-29,indiana,0
2020-04-05,indiana,0
2020-04-12,indiana,0
2020-04-19,indiana,0
2020-04-26,indiana,0
2020-05-03,indiana,0.884663341645885
2020-05-10,indiana,0.884663341645885
2020-05-17,indiana,0.884663341645885
2020-05-24,indiana,0.884663341645885
2020-05-31,indiana,0.884663341645885
2020-06-07,indiana,0.888403990024938
2020-06-14,indiana,0.900249376558604
2020-06-21,indiana,0.9214463840399
2020-06-28,indiana,0.937032418952619
2020-07-05,indiana,0.951995012468828
2020-07-12,indiana,0.963216957605985
2020-07-19,indiana,0.976932668329177
2020-07-26,indiana,0.980673316708229
2020-08-02,indiana,0.986907730673317
2020-08-09,indiana,0.991895261845386
2020-08-16,indiana,0.994389027431422
2020-08-23,indiana,0.996259351620948
2020-08-30,indiana,0.997506234413965
2020-09-06,indiana,0.998753117206983
2020-09-13,indiana,0.998753117206983
2020-09-20,indiana,0.998753117206983
2020-09-27,indiana,0.999376558603491
2020-10-04,indiana,0.999376558603491
2020-10-11,indiana,1
2020-10-18,indiana,1
2020-10-25,indiana,1
2020-11-01,indiana,1
2020-11-08,indiana,1
2020-11-15,indiana,1
2020-11-22,indiana,1
2020-11-29,indiana,1
2020-12-06,indiana,1
2020-03-15,iowa,0
2020-03-22,iowa,0
2020-03-29,iowa,0
2020-04-05,iowa,0
2020-04-12,iowa,0
2020-04-19,iowa,0
2020-04-26,iowa,0
2020-05-03,iowa,0.894014962593516
2020-05-10,iowa,0.894014962593516
2020-05-17,iowa,0.894014962593516
2020-05-24,iowa,0.894014962593516
2020-05-31,iowa,0.894014962593516
2020-06-07,iowa,0.89713216957606
2020-06-14,iowa,0.906483790523691
2020-06-21,iowa,0.919576059850374
2020-06-28,iowa,0.932044887780549
2020-07-05,iowa,0.940773067331671
2020-07-12,iowa,0.956982543640898
2020-07-19,iowa,0.967581047381546
2020-07-26,iowa,0.973815461346634
2020-08-02,iowa,0.979426433915212
2020-08-09,iowa,0.987531172069825
2020-08-16,iowa,0.99002493765586
2020-08-23,iowa,0.991271820448878
2020-08-30,iowa,0.992518703241895
2020-09-06,iowa,0.99501246882793
2020-09-13,iowa,0.99501246882793
2020-09-20,iowa,0.997506234413965
2020-09-27,iowa,0.997506234413965
2020-10-04,iowa,0.997506234413965
2020-10-11,iowa,1
2020-10-18,iowa,1
2020-10-25,iowa,1
2020-11-01,iowa,1
2020-11-08,iowa,1
2020-11-15,iowa,1
2020-11-22,iowa,1
2020-11-29,iowa,1
2020-12-06,iowa,1
2020-03-15,kansas,0
2020-03-22,kansas,0
2020-03-29,kansas,0
2020-04-05,kansas,0
2020-04-12,kansas,0
2020-04-19,kansas,0
2020-04-26,kansas,0
2020-05-03,kansas,0.999376558603491
2020-05-10,kansas,0.999376558603491
2020-05-17,kansas,0.999376558603491
2020-05-24,kansas,0.999376558603491
2020-05-31,kansas,0.999376558603491
2020-06-07,kansas,0.999376558603491
2020-06-14,kansas,0.999376558603491
2020-06-21,kansas,0.999376558603491
2020-06-28,kansas,0.999376558603491
2020-07-05,kansas,0.999376558603491
2020-07-12,kansas,0.999376558603491
2020-07-19,kansas,0.999376558603491
2020-07-26,kansas,0.999376558603491
2020-08-02,kansas,1
2020-08-09,kansas,1
2020-08-16,kansas,1
2020-08-23,kansas,1
2020-08-30,kansas,1
2020-09-06,kansas,1
2020-09-13,kansas,1
2020-09-20,kansas,1
2020-09-27,kansas,1
2020-10-04,kansas,1
2020-10-11,kansas,1
2020-10-18,kansas,1
2020-10-25,kansas,1
2020-11-01,kansas,1
2020-11-08,kansas,1
2020-11-15,kansas,1
2020-11-22,kansas,1
2020-11-29,kansas,1
2020-12-06,kansas,1
2020-03-15,kentucky,0
2020-03-22,kentucky,0
2020-03-29,kentucky,0
2020-04-05,kentucky,0
2020-04-12,kentucky,0
2020-04-19,kentucky,0
2020-04-26,kentucky,0
2020-05-03,kentucky,0
2020-05-10,kentucky,0.984413965087282
2020-05-17,kentucky,0.984413965087282
2020-05-24,kentucky,0.984413965087282
2020-05-31,kentucky,0.984413965087282
2020-06-07,kentucky,0.984413965087282
2020-06-14,kentucky,0.985037406483791
2020-06-21,kentucky,0.986284289276808
2020-06-28,kentucky,0.987531172069825
2020-07-05,kentucky,0.988778054862843
2020-07-12,kentucky,0.991895261845386
2020-07-19,kentucky,0.993142144638404
2020-07-26,kentucky,0.99501246882793
2020-08-02,kentucky,0.996259351620948
2020-08-09,kentucky,0.997506234413965
2020-08-16,kentucky,0.997506234413965
2020-08-23,kentucky,0.998753117206983
2020-08-30,kentucky,0.999376558603491
2020-09-06,kentucky,0.999376558603491
2020-09-13,kentucky,0.999376558603491
2020-09-20,kentucky,0.999376558603491
2020-09-27,kentucky,0.999376558603491
2020-10-04,kentucky,0.999376558603491
2020-10-11,kentucky,0.999376558603491
2020-10-18,kentucky,0.999376558603491
2020-10-25,kentucky,0.999376558603491
2020-11-01,kentucky,0.999376558603491
2020-11-08,kentucky,1
2020-11-15,kentucky,1
2020-11-22,kentucky,1
2020-11-29,kentucky,1
2020-12-06,kentucky,1
2020-03-15,louisiana,0
2020-03-22,louisiana,0
2020-03-29,louisiana,0
2020-04-05,louisiana,1
2020-04-12,louisiana,1
2020-04-19,louisiana,1
2020-04-26,louisiana,1
2020-05-03,louisiana,1
2020-05-10,louisiana,1
2020-05-17,louisiana,1
2020-05-24,louisiana,1
2020-05-31,louisiana,1
2020-06-07,louisiana,1
2020-06-14,louisiana,1
2020-06-21,louisiana,1
2020-06-28,louisiana,1
2020-07-05,louisiana,1
2020-07-12,louisiana,1
2020-07-19,louisiana,1
2020-07-26,louisiana,1
2020-08-02,louisiana,1
2020-08-09,louisiana,1
2020-08-16,louisiana,1
2020-08-23,louisiana,1
2020-08-30,louisiana,1
2020-09-06,louisiana,1
2020-09-13,louisiana,1
2020-09-20,louisiana,1
2020-09-27,louisiana,1
2020-10-04,louisiana,1
2020-10-11,louisiana,1
2020-10-18,louisiana,1
2020-10-25,louisiana,1
2020-11-01,louisiana,1
2020-11-08,louisiana,1
2020-11-15,louisiana,1
2020-11-22,louisiana,1
2020-11-29,louisiana,1
2020-12-06,louisiana,1
2020-03-15,maine,0
2020-03-22,maine,0
2020-03-29,maine,0
2020-04-05,maine,0
2020-04-12,maine,0
2020-04-19,maine,0
2020-04-26,maine,0
2020-05-03,maine,0
2020-05-10,maine,0
2020-05-17,maine,0
2020-05-24,maine,0.820448877805486
2020-05-31,maine,0.820448877805486
2020-06-07,maine,0.856608478802993
2020-06-14,maine,0.895261845386534
2020-06-21,maine,0.935785536159601
2020-06-28,maine,0.96072319201995
2020-07-05,maine,0.971321695760598
2020-07-12,maine,0.980049875311721
2020-07-19,maine,0.986907730673317
2020-07-26,maine,0.993765586034913
2020-08-02,maine,0.996259351620948
2020-08-09,maine,0.998129675810474
2020-08-16,maine,0.998753117206983
2020-08-23,maine,0.998753117206983
2020-08-30,maine,0.998753117206983
2020-09-06,maine,0.999376558603491
2020-09-13,maine,1
2020-09-20,maine,1
2020-09-27,maine,1
2020-10-04,maine,1
2020-10-11,maine,1
2020-10-18,maine,1
2020-10-25,maine,1
2020-11-01,maine,1
2020-11-08,maine,1
2020-11-15,maine,1
2020-11-22,maine,1
2020-11-29,maine,1
2020-12-06,maine,1
2020-03-15,maryland,0
2020-03-22,maryland,0
2020-03-29,maryland,0
2020-04-05,maryland,0
2020-04-12,maryland,0
2020-04-19,maryland,0
2020-04-26,maryland,0
2020-05-03,maryland,0
2020-05-10,maryland,0
2020-05-17,maryland,0
2020-05-24,maryland,0.855361596009975
2020-05-31,maryland,0.855361596009975
2020-06-07,maryland,0.863466334164589
2020-06-14,maryland,0.882793017456359
2020-06-21,maryland,0.899002493765586
2020-06-28,maryland,0.9214463840399
2020-07-05,maryland,0.937032418952619
2020-07-12,maryland,0.951371571072319
2020-07-19,maryland,0.959476309226933
2020-07-26,maryland,0.970074812967581
2020-08-02,maryland,0.980673316708229
2020-08-09,maryland,0.984413965087282
2020-08-16,maryland,0.989401496259352
2020-08-23,maryland,0.991271820448878
2020-08-30,maryland,0.991895261845386
2020-09-06,maryland,0.993765586034913
2020-09-13,maryland,0.993765586034913
2020-09-20,maryland,0.99501246882793
2020-09-27,maryland,0.996882793017456
2020-10-04,maryland,0.997506234413965
2020-10-11,maryland,0.998129675810474
2020-10-18,maryland,0.998753117206983
2020-10-25,maryland,0.999376558603491
2020-11-01,maryland,1
2020-11-08,maryland,1
2020-11-15,maryland,1
2020-11-22,maryland,1
2020-11-29,maryland,1
2020-12-06,maryland,1
2020-03-15,massachusetts,0
2020-03-22,massachusetts,0
2020-03-29,massachusetts,0
2020-04-05,massachusetts,0
2020-04-12,massachusetts,0
2020-04-19,massachusetts,0
2020-04-26,massachusetts,1
2020-05-03,massachusetts,1
2020-05-10,massachusetts,1
2020-05-17,massachusetts,1
2020-05-24,massachusetts,1
2020-05-31,massachusetts,1
2020-06-07,massachusetts,1
2020-06-14,massachusetts,1
2020-06-21,massachusetts,1
2020-06-28,massachusetts,1
2020-07-05,massachusetts,1
2020-07-12,massachusetts,1
2020-07-19,massachusetts,1
2020-07-26,massachusetts,1
2020-08-02,massachusetts,1
2020-08-09,massachusetts,1
2020-08-16,massachusetts,1
2020-08-23,massachusetts,1
2020-08-30,massachusetts,1
2020-09-06,massachusetts,1
2020-09-13,massachusetts,1
2020-09-20,massachusetts,1
2020-09-27,massachusetts,1
2020-10-04,massachusetts,1
2020-10-11,massachusetts,1
2020-10-18,massachusetts,1
2020-10-25,massachusetts,1
2020-11-01,massachusetts,1
2020-11-08,massachusetts,1
2020-11-15,massachusetts,1
2020-11-22,massachusetts,1
2020-11-29,massachusetts,1
2020-12-06,massachusetts,1
2020-03-15,michigan,0
2020-03-22,michigan,0
2020-03-29,michigan,0
2020-04-05,michigan,0.999376558603491
2020-04-12,michigan,0.999376558603491
2020-04-19,michigan,0.999376558603491
2020-04-26,michigan,0.999376558603491
2020-05-03,michigan,0.999376558603491
2020-05-10,michigan,0.999376558603491
